Time[sec],x1[k+1],x2[k+1],x3[k+1],x4[k+1]
0.089,-0.017118989664953253,0.5157959386650369,-0.04486352049136483,3.313886990954787
0.09,-0.017162272210410726,0.5190856228378153,-0.04170619675436262,3.2655968050912523
0.091,-0.01720241124354482,0.5223273603997753,-0.038576460043265454,3.21799201036546
0.092,-0.01723943426046481,0.5255218319954825,-0.03547412754233699,3.1710630858502564
0.093,-0.017273368571646713,0.5286697086697775,-0.0323990199754087,3.124800645861599
0.094,-0.017304241313358795,0.5317716522546689,-0.029350961431957853,3.0791954344766497
0.095,-0.01733207944801191,0.5348283154030271,-0.026329779344590232,3.0342383250490013
0.096,-0.01735690976725555,0.5378403417100759,-0.023335304428973365,2.989920318481801
0.097,-0.017378758895298763,0.5408083658422453,-0.020367370620685506,2.946232541396798
0.098,-0.017397653292181244,0.5437330136646222,-0.01742581501273574,2.903166244323312
0.099,-0.017413619256996412,0.546614902367051,-0.014510477793731998,2.8607127999063526
0.1,-0.017426682930962993,0.549454640585583,-0.011621202188112308,2.818863701180629
0.101,-0.01743687029693348,0.5522528284103495,-0.008757834445085884,2.7776105614514766
0.102,-0.01744420718578963,0.5550100576134979,-0.0059202237334029205,2.736945111062453
0.103,-0.01744871928027131,0.5577269117953663,-0.0031082220712102798,2.6968591953197483
0.104,-0.017450432116597494,0.5604039664603452,-0.0003216842860903988,2.657344773411443
0.105,-0.0174493710872726,0.5630417891307633,0.002439532041112245,2.61839391678887
0.106,-0.01744556144384186,0.5656409394593241,0.005175566631771846,2.5799988075685647
0.107,-0.017439028299596798,0.568201969340126,0.007886556564283251,2.54215173695432
0.108,-0.017429796632231983,0.5707254230183021,0.010572636328200713,2.5048451036788397
0.109,-0.01741789128594047,0.5732118371816048,0.01323393787057802,2.468071412700906
0.11,-0.017403336973032032,0.5756617410366698,0.015870590635679954,2.431823274119364
0.111,-0.017386158278478035,0.5780756564806752,0.018482721645437936,2.396093400737581
0.112,-0.017366379661514345,0.5804540981775038,0.021070455538970773,2.360874606979021
0.113,-0.017344025457941493,0.5827975736567814,0.023633914621820035,2.3261598074792533
0.114,-0.017319119882445777,0.5851065834137898,0.026173218915485442,2.291942015665656
0.115,-0.017291687030873484,0.5873816210080475,0.0286884862063162,2.258214342356046
0.116,-0.01726175088245917,0.5896231731605864,0.031179832093769646,2.224969994375833
0.117,-0.017229335301987343,0.5918317198492321,0.03364737003773936,2.192202273203492
0.118,-0.017194464041244518,0.5940077343803807,0.03609121139569048,2.1599045739486864
0.119,-0.017157160741753896,0.5961516835038912,0.0385114654782904,2.1280703837203614
0.12,-0.017117448936960666,0.5982640275098297,0.04090823959715188,2.0966932802517357
0.121,-0.01707535205398653,0.6003452203110267,0.04328163910639571,2.06576693072607
0.122,-0.0170308934155696,0.6023957095320517,0.045631767446903254,2.0352850905117434
0.123,-0.016984096241961674,0.6044159365969755,0.04795872618997493,2.005241601914535
0.124,-0.016934983652783602,0.6064063368159442,0.05026261508040396,1.97563039294679
0.125,-0.016883578668839633,0.6083673394705892,0.0525435320789752,1.94644547611315
0.126,-0.016829904213787883,0.6102993678947332,0.05480157340292116,1.9176809472628387
0.127,-0.016773983115694065,0.6122028395513206,0.05703683356471977,1.88933098449542
0.128,-0.016715838109123592,0.6140781661281141,0.059249405418587614,1.861389846801399
0.129,-0.016655491836626988,0.6159257536127484,0.06143938019831693,1.8338518729946733
0.13,-0.016592966850335494,0.6177460023718109,0.06360684755669178,1.8067114805881845
0.131,-0.01652828561353183,0.6195393072292934,0.06575189560455307,1.7799631646785203
0.132,-0.016461470502184033,0.6213060575440015,0.06787461094933946,1.7536014968453622
0.133,-0.016392543806443144,0.6230466372859408,0.06997507873311372,1.7276211240654693
0.134,-0.016321527732088736,0.6247614251111425,0.07205338266984496,1.7020167676488354
0.135,-0.016248444401458506,0.6264507944193533,0.07410960507534722,1.6767832224172714
0.136,-0.01617331585531373,0.6281151134433286,0.07614382691053011,1.6519153554360848
0.137,-0.01609616405428391,0.6297547453241814,0.07815612781865683,1.6274081049430877
